"gene_id","hl.Neurite","hl.Soma"
"ENSMUSG00000025813",1.225,1.1
"ENSMUSG00000025821",2,2.525
"ENSMUSG00000025856",2.2,2.225
"ENSMUSG00000025873",3.525,3.35
"ENSMUSG00000025889",5.75,7
"ENSMUSG00000025892",3.35,2.175
"ENSMUSG00000025898",2.975,2.55
"ENSMUSG00000025899",1.65,1.5
"ENSMUSG00000025907",3.525,2.775
"ENSMUSG00000025927",3.025,2.25
"ENSMUSG00000025939",2.8,2.6
"ENSMUSG00000025958",3.475,1.825
"ENSMUSG00000025959",2.15,2.225
"ENSMUSG00000025982",5.65,7.275
"ENSMUSG00000026014",2.65,2.05
"ENSMUSG00000026028",5.15,3.275
"ENSMUSG00000026034",2.2,3.375
"ENSMUSG00000026074",3.025,3.075
"ENSMUSG00000026080",3.025,4.35
"ENSMUSG00000026083",4.9,5.425
"ENSMUSG00000026097",3.6,4.625
"ENSMUSG00000026103",2.825,4.925
"ENSMUSG00000026109",1.7,1.825
"ENSMUSG00000026121",2.9,4.3
"ENSMUSG00000026150",3.675,5.35
"ENSMUSG00000026174",2.7,2.775
"ENSMUSG00000026219",6.05,5
"ENSMUSG00000026229",3.3,2.6
"ENSMUSG00000026235",1.45,1.55
"ENSMUSG00000026238",5.525,3.4
"ENSMUSG00000026260",2.675,2.375
"ENSMUSG00000026280",4.075,5.45
"ENSMUSG00000026317",4.95,3.275
"ENSMUSG00000026319",1.675,1.575
"ENSMUSG00000026349",4.825,2.15
"ENSMUSG00000026353",3.025,1.475
"ENSMUSG00000026356",3.575,1.975
"ENSMUSG00000026383",1.775,2.3
"ENSMUSG00000026411",7.425,3.125
"ENSMUSG00000026469",2.175,4.125
"ENSMUSG00000026490",3.475,2.875
"ENSMUSG00000026494",2.075,3.525
"ENSMUSG00000026499",2.925,2.05
"ENSMUSG00000026502",6.7,2.625
"ENSMUSG00000026509",3.525,5.025
"ENSMUSG00000026520",3.325,4.225
"ENSMUSG00000026556",4.15,5.325
"ENSMUSG00000026563",1.725,2.275
"ENSMUSG00000026571",3.325,2.975
"ENSMUSG00000026576",5.15,5.275
"ENSMUSG00000026585",3.75,4
"ENSMUSG00000026594",3.3,3.225
"ENSMUSG00000026596",3.15,2.225
"ENSMUSG00000026640",1.8,2.2
"ENSMUSG00000026643",6.425,4.15
"ENSMUSG00000026657",2.95,2.375
"ENSMUSG00000026667",6.125,3.3
"ENSMUSG00000026675",6.525,4.375
"ENSMUSG00000026698",2.4,4.175
"ENSMUSG00000026728",5.775,5.725
"ENSMUSG00000026739",3.075,3.45
"ENSMUSG00000026740",2.85,1.85
"ENSMUSG00000026743",1.775,2.475
"ENSMUSG00000026764",4.45,1.525
"ENSMUSG00000026775",6.5,5.175
"ENSMUSG00000026782",3.05,3.3
"ENSMUSG00000026797",6.325,5.75
"ENSMUSG00000026812",2.65,2.475
"ENSMUSG00000026824",1.45,2.9
"ENSMUSG00000026833",6,3.975
"ENSMUSG00000026854",2.175,2.325
"ENSMUSG00000026864",3.275,1.8
"ENSMUSG00000026883",4.35,5.575
"ENSMUSG00000026930",2.65,3.425
"ENSMUSG00000026960",4.2,4.45
"ENSMUSG00000026970",6.625,2.35
"ENSMUSG00000026977",3.475,2.6
"ENSMUSG00000026987",2.4,2
"ENSMUSG00000026991",2.05,2.75
"ENSMUSG00000027002",4.95,4.95
"ENSMUSG00000027011",4.075,5.75
"ENSMUSG00000027030",3.15,1.625
"ENSMUSG00000027035",3.525,2.6
"ENSMUSG00000027071",1.125,1.925
"ENSMUSG00000027091",1.925,3.3
"ENSMUSG00000027104",3.8,2.625
"ENSMUSG00000027130",2.3,2.575
"ENSMUSG00000027132",2.25,3.25
"ENSMUSG00000027133",1.45,2.475
"ENSMUSG00000027160",2.825,3.2
"ENSMUSG00000027200",1.775,2.35
"ENSMUSG00000027221",2.825,1.15
"ENSMUSG00000027236",5.075,3.7
"ENSMUSG00000027248",4.675,4.275
"ENSMUSG00000027254",2.075,2.95
"ENSMUSG00000027298",4.675,5.7
"ENSMUSG00000027303",4.55,4.35
"ENSMUSG00000027309",1.425,2
"ENSMUSG00000027330",3.575,2.15
"ENSMUSG00000027349",5.6,4.675
"ENSMUSG00000027350",4.35,5.5
"ENSMUSG00000027365",1.3,2.95
"ENSMUSG00000027367",4.375,3.625
"ENSMUSG00000027381",1.425,0.75
"ENSMUSG00000027397",5.175,4
"ENSMUSG00000027425",2.95,1.7
"ENSMUSG00000027433",3.975,2.675
"ENSMUSG00000027459",2.7,1.675
"ENSMUSG00000027475",2.575,5.1
"ENSMUSG00000027479",5.05,3.95
"ENSMUSG00000027499",3.975,2.8
"ENSMUSG00000027500",2.95,3.95
"ENSMUSG00000027502",2.725,3.275
"ENSMUSG00000027520",1.425,1.325
"ENSMUSG00000027540",4.075,2.85
"ENSMUSG00000027550",3.6,1.75
"ENSMUSG00000027575",3.575,1.925
"ENSMUSG00000027583",3.275,3.5
"ENSMUSG00000027602",7.45,7.225
"ENSMUSG00000027620",1.8,1.625
"ENSMUSG00000027630",4.5,1.7
"ENSMUSG00000027652",1.425,3.975
"ENSMUSG00000027665",1.2,3.525
"ENSMUSG00000027677",5.875,5.725
"ENSMUSG00000027680",5.9,5.475
"ENSMUSG00000027692",2.375,1.825
"ENSMUSG00000027708",4.625,2.5
"ENSMUSG00000027752",5.75,5.025
"ENSMUSG00000027763",2.25,2.425
"ENSMUSG00000027770",3.525,1.65
"ENSMUSG00000027777",2.6,3.275
"ENSMUSG00000027782",1.525,1.7
"ENSMUSG00000027784",4.35,5.225
"ENSMUSG00000027797",7.975,4.8
"ENSMUSG00000027799",1.9,1.775
"ENSMUSG00000027805",4.725,3.675
"ENSMUSG00000027810",2.725,3.375
"ENSMUSG00000027833",2.675,1.75
"ENSMUSG00000027854",2.325,2.375
"ENSMUSG00000027881",2.125,2.5
"ENSMUSG00000027942",4.4,4.5
"ENSMUSG00000027951",3.35,1.25
"ENSMUSG00000027952",2.75,4.8
"ENSMUSG00000027993",1.625,3.1
"ENSMUSG00000027998",4.525,6.125
"ENSMUSG00000028049",6.625,3.1
"ENSMUSG00000028053",1.6,2.075
"ENSMUSG00000028059",2.7,1.475
"ENSMUSG00000028060",4.025,2.575
"ENSMUSG00000028080",2.175,0.975
"ENSMUSG00000028086",6.225,3.3
"ENSMUSG00000028098",3.4,2.15
"ENSMUSG00000028101",2.35,4.55
"ENSMUSG00000028106",4.55,2.425
"ENSMUSG00000028126",5.225,4.525
"ENSMUSG00000028127",3.05,1.925
"ENSMUSG00000028161",3.6,3.45
"ENSMUSG00000028165",3.975,3.775
"ENSMUSG00000028211",5.175,3.35
"ENSMUSG00000028226",2.125,2.325
"ENSMUSG00000028248",4.1,3.9
"ENSMUSG00000028249",7.5,6.475
"ENSMUSG00000028261",4.25,2.45
"ENSMUSG00000028284",3.05,3.775
"ENSMUSG00000028289",1.3,1.15
"ENSMUSG00000028291",5.35,4.125
"ENSMUSG00000028309",6.625,3.35
"ENSMUSG00000028330",4.3,8.725
"ENSMUSG00000028341",1.6,2.25
"ENSMUSG00000028351",1.75,1.3
"ENSMUSG00000028354",2.4,2.525
"ENSMUSG00000028358",4.05,2.2
"ENSMUSG00000028383",2.55,2.075
"ENSMUSG00000028394",6.55,3.5
"ENSMUSG00000028399",4.5,3.875
"ENSMUSG00000028410",7.25,5.55
"ENSMUSG00000028426",5.6,3.65
"ENSMUSG00000028433",2.3,4.225
"ENSMUSG00000028439",3.275,6
"ENSMUSG00000028447",7.075,6.475
"ENSMUSG00000028483",1.55,2.375
"ENSMUSG00000028487",4.175,2.9
"ENSMUSG00000028496",1.35,2.175
"ENSMUSG00000028518",2.2,4.875
"ENSMUSG00000028519",2.55,2.525
"ENSMUSG00000028522",5.95,2.65
"ENSMUSG00000028524",1.375,1.975
"ENSMUSG00000028546",3.7,3.175
"ENSMUSG00000028552",3.45,4.425
"ENSMUSG00000028556",3.425,2.525
"ENSMUSG00000028559",2.15,1.35
"ENSMUSG00000028568",5.45,3.975
"ENSMUSG00000028577",2.125,4.375
"ENSMUSG00000028580",4.175,2.325
"ENSMUSG00000028613",1.825,1.125
"ENSMUSG00000028673",1.425,1
"ENSMUSG00000028676",7.05,5.2
"ENSMUSG00000028698",1.5,1.55
"ENSMUSG00000028745",3.525,2.125
"ENSMUSG00000028760",1.35,1.65
"ENSMUSG00000028771",2.125,1.675
"ENSMUSG00000028796",1.925,1.7
"ENSMUSG00000028797",4.05,2.725
"ENSMUSG00000028799",2.05,3.35
"ENSMUSG00000028809",3.475,3.25
"ENSMUSG00000028830",3.725,4.425
"ENSMUSG00000028849",5.675,6.525
"ENSMUSG00000028879",7.625,6.275
"ENSMUSG00000028886",1.85,2.6
"ENSMUSG00000028926",2.475,4.225
"ENSMUSG00000028964",8,9.175
"ENSMUSG00000028975",6.5,3.1
"ENSMUSG00000028986",4.925,1.275
"ENSMUSG00000028988",3.2,3.125
"ENSMUSG00000029004",3.175,2.425
"ENSMUSG00000029014",3.825,5.175
"ENSMUSG00000029016",3.475,6.125
"ENSMUSG00000029020",5.7,6.575
"ENSMUSG00000029033",6.825,3.625
"ENSMUSG00000029050",5.75,3.925
"ENSMUSG00000029068",6.95,5.05
"ENSMUSG00000029071",2.35,0.875
"ENSMUSG00000029090",7.125,3.85
"ENSMUSG00000029094",4.025,3.8
"ENSMUSG00000029103",3.675,4.425
"ENSMUSG00000029106",5.525,4.275
"ENSMUSG00000029121",3.925,5.85
"ENSMUSG00000029126",3.6,7.1
"ENSMUSG00000029131",1.525,2.775
"ENSMUSG00000029141",2.15,2.15
"ENSMUSG00000029168",4.275,3.8
"ENSMUSG00000029176",5.025,5.25
"ENSMUSG00000029179",2.325,3.5
"ENSMUSG00000029190",2.125,2.625
"ENSMUSG00000029191",2.9,3.475
"ENSMUSG00000029207",4.6,4.175
"ENSMUSG00000029213",7.4,1.85
"ENSMUSG00000029221",3.775,4.6
"ENSMUSG00000029223",2.825,9.45
"ENSMUSG00000029238",3.325,2.875
"ENSMUSG00000029245",1.925,1.625
"ENSMUSG00000029265",4.825,4.8
"ENSMUSG00000029291",5.875,5.5
"ENSMUSG00000029348",4.55,4.725
"ENSMUSG00000029364",6.1,3.175
"ENSMUSG00000029376",6.325,5.55
"ENSMUSG00000029415",5.275,1.925
"ENSMUSG00000029422",2.475,2.425
"ENSMUSG00000029467",4.15,2
"ENSMUSG00000029474",1.95,4.9
"ENSMUSG00000029512",5,6.225
"ENSMUSG00000029534",2.825,2.925
"ENSMUSG00000029550",3.925,4.3
"ENSMUSG00000029577",5.825,4.75
"ENSMUSG00000029581",5.425,5.875
"ENSMUSG00000029610",5.875,3.325
"ENSMUSG00000029621",5.825,1.75
"ENSMUSG00000029625",2.65,2.05
"ENSMUSG00000029635",3.2,1.7
"ENSMUSG00000029638",2.1,2.325
"ENSMUSG00000029651",3,2.325
"ENSMUSG00000029655",2.65,4.375
"ENSMUSG00000029673",3.25,3.375
"ENSMUSG00000029674",4.825,3.65
"ENSMUSG00000029687",1.55,2.175
"ENSMUSG00000029701",6.225,3.175
"ENSMUSG00000029752",4.075,4.8
"ENSMUSG00000029763",2.225,3.075
"ENSMUSG00000029787",4.425,4.05
"ENSMUSG00000029817",3.825,2.475
"ENSMUSG00000029823",4.925,4.5
"ENSMUSG00000029836",2.25,3.4
"ENSMUSG00000029875",2.3,3.475
"ENSMUSG00000029920",2.475,2.325
"ENSMUSG00000030016",2.775,1.825
"ENSMUSG00000030058",8.1,3.65
"ENSMUSG00000030061",6.1,4.85
"ENSMUSG00000030067",2.7,2.825
"ENSMUSG00000030082",4.075,7.125
"ENSMUSG00000030096",2.275,5.55
"ENSMUSG00000030126",3.675,2.375
"ENSMUSG00000030168",4.55,3.525
"ENSMUSG00000030204",4.85,3.4
"ENSMUSG00000030209",2.925,2.6
"ENSMUSG00000030213",1.875,2.5
"ENSMUSG00000030223",2.4,3.375
"ENSMUSG00000030225",6.025,3.75
"ENSMUSG00000030231",2.2,2.475
"ENSMUSG00000030246",2,5.725
"ENSMUSG00000030265",3.625,5.125
"ENSMUSG00000030275",3.375,3.15
"ENSMUSG00000030302",2.225,1.85
"ENSMUSG00000030330",6.5,4.55
"ENSMUSG00000030386",1.8,3.55
"ENSMUSG00000030409",2.325,1.925
"ENSMUSG00000030410",5.175,5.625
"ENSMUSG00000030411",2.925,3.325
"ENSMUSG00000030451",1.975,1.875
"ENSMUSG00000030499",4.6,4.75
"ENSMUSG00000030500",3.3,1.85
"ENSMUSG00000030519",1.675,3.125
"ENSMUSG00000030533",4.15,1.6
"ENSMUSG00000030551",5.325,2.825
"ENSMUSG00000030557",3.875,1.45
"ENSMUSG00000030629",4.45,1.55
"ENSMUSG00000030655",3.85,1.325
"ENSMUSG00000030662",6.2,6.1
"ENSMUSG00000030691",1.2,1.45
"ENSMUSG00000030729",3.075,3.425
"ENSMUSG00000030744",6.475,3.425
"ENSMUSG00000030759",2.15,4.775
"ENSMUSG00000030774",3.175,1.75
"ENSMUSG00000030779",3.25,5.55
"ENSMUSG00000030795",4,3.425
"ENSMUSG00000030814",6.125,6.5
"ENSMUSG00000030835",5.05,2.775
"ENSMUSG00000030842",2.4,5.65
"ENSMUSG00000030846",2.575,2.95
"ENSMUSG00000030850",1.7,1.2
"ENSMUSG00000030852",3.1,3.7
"ENSMUSG00000030872",5.8,4.325
"ENSMUSG00000030884",4.05,8.175
"ENSMUSG00000030965",1.9,3.175
"ENSMUSG00000030970",2.775,1.6
"ENSMUSG00000030980",3.7,3.975
"ENSMUSG00000031007",3.825,8.7
"ENSMUSG00000031012",2.275,3.25
"ENSMUSG00000031059",10.95,4.8
"ENSMUSG00000031065",5.55,5.275
"ENSMUSG00000031066",1.95,1.75
"ENSMUSG00000031104",2.175,4.725
"ENSMUSG00000031149",7.525,4.8
"ENSMUSG00000031226",4.275,5.25
"ENSMUSG00000031227",2.85,6.625
"ENSMUSG00000031229",1.675,2.15
"ENSMUSG00000031231",11.6,6.65
"ENSMUSG00000031239",4.075,5.35
"ENSMUSG00000031246",8.55,6.1
"ENSMUSG00000031256",4.725,3.575
"ENSMUSG00000031284",4.325,3.925
"ENSMUSG00000031311",3.975,2.7
"ENSMUSG00000031320",4,2.875
"ENSMUSG00000031367",3.5,4.95
"ENSMUSG00000031393",2,1.775
"ENSMUSG00000031398",2.15,4.6
"ENSMUSG00000031400",4.775,3.825
"ENSMUSG00000031428",6.1,5.075
"ENSMUSG00000031434",5.85,1.925
"ENSMUSG00000031508",4.125,2.025
"ENSMUSG00000031511",2.825,3.025
"ENSMUSG00000031517",6.825,3.7
"ENSMUSG00000031540",3.025,3.075
"ENSMUSG00000031558",2.075,1.275
"ENSMUSG00000031561",1.825,1.7
"ENSMUSG00000031592",1.7,2.025
"ENSMUSG00000031601",4.35,5.625
"ENSMUSG00000031626",1.9,2.375
"ENSMUSG00000031628",1.725,2.8
"ENSMUSG00000031634",4.825,3.5
"ENSMUSG00000031642",1.575,3.875
"ENSMUSG00000031654",4.95,2.075
"ENSMUSG00000031660",4.35,3.25
"ENSMUSG00000031667",7.1,3.725
"ENSMUSG00000031681",2.6,1.55
"ENSMUSG00000031701",6.675,4.675
"ENSMUSG00000031703",5.05,4.025
"ENSMUSG00000031709",2.625,2.4
"ENSMUSG00000031715",3.55,4.075
"ENSMUSG00000031728",3.225,2.2
"ENSMUSG00000031731",5.95,2.9
"ENSMUSG00000031748",3.125,6
"ENSMUSG00000031751",2.975,5.875
"ENSMUSG00000031770",2.325,2.3
"ENSMUSG00000031785",5,4.625
"ENSMUSG00000031818",1.6,8.875
"ENSMUSG00000031822",3.825,2.575
"ENSMUSG00000031840",2.4,4.375
"ENSMUSG00000031913",2.5,3.3
"ENSMUSG00000031939",6.6,3.875
"ENSMUSG00000031955",1.9,4.275
"ENSMUSG00000031960",2.7,3.7
"ENSMUSG00000031985",5.975,4.9
"ENSMUSG00000032024",5.875,3.65
"ENSMUSG00000032076",4.65,3.675
"ENSMUSG00000032097",5.65,5.075
"ENSMUSG00000032112",2.45,3.8
"ENSMUSG00000032118",2.825,2.05
"ENSMUSG00000032181",2.825,4.55
"ENSMUSG00000032186",5.35,4.875
"ENSMUSG00000032187",5.075,5.675
"ENSMUSG00000032193",3.875,4.325
"ENSMUSG00000032199",5.35,3.3
"ENSMUSG00000032212",4.625,3.6
"ENSMUSG00000032216",7.975,3.825
"ENSMUSG00000032228",3.525,2.45
"ENSMUSG00000032238",2.025,2.775
"ENSMUSG00000032253",1.175,1.1
"ENSMUSG00000032262",2.225,4.225
"ENSMUSG00000032280",4.2,3.325
"ENSMUSG00000032288",1.825,5.6
"ENSMUSG00000032293",4.25,2.525
"ENSMUSG00000032295",2.4,4.475
"ENSMUSG00000032312",2.875,2.725
"ENSMUSG00000032316",2.175,5.25
"ENSMUSG00000032329",3.225,3.775
"ENSMUSG00000032349",4.025,5.825
"ENSMUSG00000032350",3.175,3.1
"ENSMUSG00000032382",3.075,5.5
"ENSMUSG00000032383",12.85,5.4
"ENSMUSG00000032384",2.15,2.65
"ENSMUSG00000032388",3.075,3.525
"ENSMUSG00000032405",2.75,2.15
"ENSMUSG00000032407",1.65,3.85
"ENSMUSG00000032410",1.7,1.325
"ENSMUSG00000032423",5.3,1.975
"ENSMUSG00000032435",4.7,4.95
"ENSMUSG00000032437",5.275,4.95
"ENSMUSG00000032449",5.8,3.25
"ENSMUSG00000032452",3.975,3.7
"ENSMUSG00000032479",2.7,2.425
"ENSMUSG00000032481",3.075,4.55
"ENSMUSG00000032497",4.625,3.35
"ENSMUSG00000032501",1.7,2.625
"ENSMUSG00000032531",1.725,1.175
"ENSMUSG00000032549",5.25,6.4
"ENSMUSG00000032560",5.025,1.525
"ENSMUSG00000032570",3.825,5.025
"ENSMUSG00000032580",5.35,2.25
"ENSMUSG00000032599",2.8,4.55
"ENSMUSG00000032601",2.05,3.75
"ENSMUSG00000032612",4.65,4.15
"ENSMUSG00000032621",3.275,2.225
"ENSMUSG00000032625",5.225,3.05
"ENSMUSG00000032657",3.675,3.825
"ENSMUSG00000032727",2.05,2.025
"ENSMUSG00000032737",4.325,3.45
"ENSMUSG00000032740",2.3,2.325
"ENSMUSG00000032745",3.85,4.775
"ENSMUSG00000032826",1.875,3.475
"ENSMUSG00000032827",2.275,4.775
"ENSMUSG00000032867",5.3,2
"ENSMUSG00000032872",4.175,1.6
"ENSMUSG00000032875",3.425,3.7
"ENSMUSG00000032883",4.025,4.3
"ENSMUSG00000032898",3.325,1.9
"ENSMUSG00000032905",6.8,5.3
"ENSMUSG00000032939",1.175,1.15
"ENSMUSG00000032959",1.825,5.925
"ENSMUSG00000032966",8.275,7.4
"ENSMUSG00000032998",4.85,3.075
"ENSMUSG00000033004",2.525,2.775
"ENSMUSG00000033075",4.25,7.125
"ENSMUSG00000033102",4.075,2.425
"ENSMUSG00000033111",1.275,2.425
"ENSMUSG00000033209",1.625,4.8
"ENSMUSG00000033228",2.85,3.4
"ENSMUSG00000033237",2,1.5
"ENSMUSG00000033319",3.75,3.575
"ENSMUSG00000033326",2.675,5.575
"ENSMUSG00000033335",3.725,3.75
"ENSMUSG00000033352",3.7,3.025
"ENSMUSG00000033361",6.1,5.075
"ENSMUSG00000033446",1.675,1.725
"ENSMUSG00000033450",1.875,1.6
"ENSMUSG00000033478",5.525,1.525
"ENSMUSG00000033499",6.6,3
"ENSMUSG00000033543",2.55,3.25
"ENSMUSG00000033545",3.65,3.35
"ENSMUSG00000033577",2.425,2.65
"ENSMUSG00000033578",2.6,6.7
"ENSMUSG00000033585",7.825,3.525
"ENSMUSG00000033597",7.525,2.425
"ENSMUSG00000033623",2.075,3.85
"ENSMUSG00000033676",3,3.125
"ENSMUSG00000033713",2.725,3.2
"ENSMUSG00000033760",4.35,1.6
"ENSMUSG00000033767",3.225,3.925
"ENSMUSG00000033768",3.9,3.325
"ENSMUSG00000033769",0.925,2.3
"ENSMUSG00000033854",2.3,2.2
"ENSMUSG00000033885",3.125,0.825
"ENSMUSG00000033900",2.425,3.325
"ENSMUSG00000033902",3.025,4.725
"ENSMUSG00000033904",3.2,3.15
"ENSMUSG00000033940",4.825,5.5
"ENSMUSG00000033943",2.75,2.95
"ENSMUSG00000033953",2.275,4.45
"ENSMUSG00000033964",2.65,1.9
"ENSMUSG00000033965",3.025,3.275
"ENSMUSG00000034007",1.275,1.375
"ENSMUSG00000034021",3.725,2.45
"ENSMUSG00000034098",2.875,4.8
"ENSMUSG00000034135",3.225,2.15
"ENSMUSG00000034160",4.825,3.15
"ENSMUSG00000034187",1.925,2.4
"ENSMUSG00000034203",2.825,3.55
"ENSMUSG00000034243",3.275,2.85
"ENSMUSG00000034252",4.425,1.8
"ENSMUSG00000034265",1.275,4.175
"ENSMUSG00000034269",4.825,2.3
"ENSMUSG00000034275",2.625,3.95
"ENSMUSG00000034285",4.875,3.225
"ENSMUSG00000034295",3.75,2.5
"ENSMUSG00000034297",2.5,3.45
"ENSMUSG00000034333",3.875,2.025
"ENSMUSG00000034342",6.1,2.25
"ENSMUSG00000034377",2.275,4.7
"ENSMUSG00000034390",1.775,1.65
"ENSMUSG00000034403",3.125,2.95
"ENSMUSG00000034457",3.225,3.375
"ENSMUSG00000034488",1.825,1.9
"ENSMUSG00000034525",4.325,3.125
"ENSMUSG00000034544",4.925,1.65
"ENSMUSG00000034560",2.275,2.925
"ENSMUSG00000034566",1.55,4.05
"ENSMUSG00000034574",2.275,4.825
"ENSMUSG00000034593",3.775,2.35
"ENSMUSG00000034595",2.725,2.975
"ENSMUSG00000034610",2.3,4.875
"ENSMUSG00000034621",1.45,1.65
"ENSMUSG00000034636",3.2,3.2
"ENSMUSG00000034647",2.3,2.075
"ENSMUSG00000034673",4.4,3.175
"ENSMUSG00000034685",3.75,3.325
"ENSMUSG00000034707",3.025,1.85
"ENSMUSG00000034708",6.125,2.225
"ENSMUSG00000034723",3.225,3
"ENSMUSG00000034724",5.575,3.65
"ENSMUSG00000034729",7.875,2.45
"ENSMUSG00000034744",5.225,1.975
"ENSMUSG00000034751",1.95,2.3
"ENSMUSG00000034755",4.15,3.5
"ENSMUSG00000034801",3.3,3.55
"ENSMUSG00000034813",2.7,2.525
"ENSMUSG00000034818",3.05,4.55
"ENSMUSG00000034820",4.5,3.05
"ENSMUSG00000034868",2.55,2.25
"ENSMUSG00000034940",4.575,2.625
"ENSMUSG00000034973",3.3,2.9
"ENSMUSG00000034981",6.875,2.8
"ENSMUSG00000035027",1.975,3.925
"ENSMUSG00000035048",6.3,5.2
"ENSMUSG00000035051",1.575,1.175
"ENSMUSG00000035139",3.05,3.025
"ENSMUSG00000035152",4.775,2.65
"ENSMUSG00000035161",3.175,2.8
"ENSMUSG00000035168",2.425,2.225
"ENSMUSG00000035173",3.825,2.2
"ENSMUSG00000035236",1.325,2.675
"ENSMUSG00000035242",4.75,7.25
"ENSMUSG00000035247",3.525,3.05
"ENSMUSG00000035392",2.05,1.125
"ENSMUSG00000035401",3.1,1.375
"ENSMUSG00000035437",4.35,1.7
"ENSMUSG00000035551",2.625,3.55
"ENSMUSG00000035566",2.5,2.7
"ENSMUSG00000035569",2.25,2.65
"ENSMUSG00000035580",1.225,1.225
"ENSMUSG00000035620",2.725,1.3
"ENSMUSG00000035621",3.25,1.775
"ENSMUSG00000035623",2,1.35
"ENSMUSG00000035649",2.9,3.1
"ENSMUSG00000035696",5.35,5.5
"ENSMUSG00000035726",2.875,2.525
"ENSMUSG00000035762",4.925,2.225
"ENSMUSG00000035770",5.5,6.075
"ENSMUSG00000035835",2.175,2.375
"ENSMUSG00000035851",4.275,3.1
"ENSMUSG00000035863",2.475,3.9
"ENSMUSG00000035900",1.625,2.45
"ENSMUSG00000035901",4.6,3.15
"ENSMUSG00000035933",5.55,4.475
"ENSMUSG00000035954",1.125,1.5
"ENSMUSG00000035992",3.25,2.875
"ENSMUSG00000036019",1.45,1.2
"ENSMUSG00000036093",3.675,3.6
"ENSMUSG00000036104",2.725,4.425
"ENSMUSG00000036158",2.325,2.125
"ENSMUSG00000036188",3.15,3.225
"ENSMUSG00000036202",1.55,3.425
"ENSMUSG00000036241",5.7,4.975
"ENSMUSG00000036282",2.9,2.55
"ENSMUSG00000036291",1.875,1.025
"ENSMUSG00000036295",2.675,4.425
"ENSMUSG00000036306",3.1,3.375
"ENSMUSG00000036352",5.45,3.05
"ENSMUSG00000036371",5.55,3.775
"ENSMUSG00000036377",2.725,3.725
"ENSMUSG00000036427",8.525,2.725
"ENSMUSG00000036442",3.75,1.925
"ENSMUSG00000036499",3.325,2.625
"ENSMUSG00000036501",1.125,2.825
"ENSMUSG00000036550",2.95,4.65
"ENSMUSG00000036564",4.325,4.825
"ENSMUSG00000036568",3.35,4.275
"ENSMUSG00000036572",3.075,2.125
"ENSMUSG00000036580",2.625,2.375
"ENSMUSG00000036591",3.875,1.5
"ENSMUSG00000036613",3.15,1.425
"ENSMUSG00000036622",3.175,4.275
"ENSMUSG00000036646",3.675,2.15
"ENSMUSG00000036667",1.8,1.6
"ENSMUSG00000036699",2.25,3.325
"ENSMUSG00000036779",5.225,2.25
"ENSMUSG00000036792",1.325,1.975
"ENSMUSG00000036817",3.65,1.475
"ENSMUSG00000036822",2,1.925
"ENSMUSG00000036862",3.95,2.65
"ENSMUSG00000036894",2.9,1.4
"ENSMUSG00000037138",4.95,3.15
"ENSMUSG00000037152",7.275,8.575
"ENSMUSG00000037169",1.775,2.875
"ENSMUSG00000037210",4.125,2.4
"ENSMUSG00000037234",3.425,5.375
"ENSMUSG00000037235",5.7,3.2
"ENSMUSG00000037286",2.975,4.25
"ENSMUSG00000037296",3.725,3.075
"ENSMUSG00000037331",4.65,2.425
"ENSMUSG00000037373",5.9,6.875
"ENSMUSG00000037386",1.825,1.75
"ENSMUSG00000037426",2.45,2
"ENSMUSG00000037458",6.2,4.875
"ENSMUSG00000037461",1.575,2.55
"ENSMUSG00000037470",8.575,3.725
"ENSMUSG00000037475",1.675,1.9
"ENSMUSG00000037487",3.775,3
"ENSMUSG00000037503",3.7,4.05
"ENSMUSG00000037533",2.65,1.975
"ENSMUSG00000037568",1.9,3.25
"ENSMUSG00000037605",2.125,1.5
"ENSMUSG00000037608",2.8,2
"ENSMUSG00000037674",4.525,3.725
"ENSMUSG00000037685",4.125,4.875
"ENSMUSG00000037692",1.725,1.95
"ENSMUSG00000037697",2.425,1.775
"ENSMUSG00000037742",5.725,4.5
"ENSMUSG00000037993",7.175,2.775
"ENSMUSG00000037999",3.125,2.175
"ENSMUSG00000038000",4.375,5.15
"ENSMUSG00000038002",6.075,2.575
"ENSMUSG00000038013",2.75,2.75
"ENSMUSG00000038056",3.9,3.675
"ENSMUSG00000038065",4.1,2.8
"ENSMUSG00000038084",3.65,4
"ENSMUSG00000038095",3.5,2.55
"ENSMUSG00000038116",2.5,2.875
"ENSMUSG00000038141",4.45,2.375
"ENSMUSG00000038143",2.675,4.75
"ENSMUSG00000038145",3.3,2.175
"ENSMUSG00000038205",4.6,2.325
"ENSMUSG00000038244",6.325,5.9
"ENSMUSG00000038248",2.025,2.1
"ENSMUSG00000038250",4.425,1.775
"ENSMUSG00000038256",2.925,2.025
"ENSMUSG00000038267",2.675,4.025
"ENSMUSG00000038351",4.475,3.4
"ENSMUSG00000038369",7.8,3.15
"ENSMUSG00000038371",1.575,2.55
"ENSMUSG00000038375",17.05,6.6
"ENSMUSG00000038384",5.775,2.875
"ENSMUSG00000038388",3.55,5.9
"ENSMUSG00000038393",2.075,1
"ENSMUSG00000038485",3.2,2.4
"ENSMUSG00000038486",4.225,3.275
"ENSMUSG00000038497",2.575,1.5
"ENSMUSG00000038518",2.475,5.525
"ENSMUSG00000038525",3.05,2.8
"ENSMUSG00000038535",2.15,3.225
